from_pin.full_name,to_pin.full_name,sense,delay_max_rise,delay_max_fall,variation_delay_max_rise.mean,variation_delay_max_rise.std_dev,variation_delay_max_fall.mean,variation_delay_max_fall.std_dev
i59/i171/A,i59/i171/Y,negative_unate,12.91367,17.136585,12.91367,UNINIT,17.136585,UNINIT
i59/i171/B,i59/i171/Y,negative_unate,12.489,16.058603,12.489,UNINIT,16.058603,UNINIT
i59/i171/C,i59/i171/Y,negative_unate,16.17057,17.016546,16.17057,UNINIT,17.016546,UNINIT
i59/i171/D,i59/i171/Y,negative_unate,15.875051,16.180315,15.875051,UNINIT,16.180315,UNINIT
i59/i172/A1,i59/i172/Y,negative_unate,16.764046,13.011854,16.764046,UNINIT,13.011854,UNINIT
i59/i172/A2,i59/i172/Y,negative_unate,17.786819,11.121496,17.786819,UNINIT,11.121496,UNINIT
i59/i172/B1,i59/i172/Y,negative_unate,16.979115,15.662062,16.979115,UNINIT,15.662062,UNINIT
i59/i172/B2,i59/i172/Y,negative_unate,17.817238,13.449713,17.817238,UNINIT,13.449713,UNINIT
i59/i172/C1,i59/i172/Y,negative_unate,16.555752,17.517372,16.555752,UNINIT,17.517372,UNINIT
i59/i172/C2,i59/i172/Y,negative_unate,17.517378,15.731895,17.517378,UNINIT,15.731895,UNINIT
i59/i173/A1,i59/i173/Y,negative_unate,11.584123,9.531186,11.584123,UNINIT,9.531186,UNINIT
i59/i173/A2,i59/i173/Y,negative_unate,12.823355,9.106551,12.823355,UNINIT,9.106551,UNINIT
i59/i173/B,i59/i173/Y,negative_unate,11.000514,9.55758,11.000514,UNINIT,9.55758,UNINIT
i59/i173/C,i59/i173/Y,negative_unate,10.127356,8.499532,10.127356,UNINIT,8.499532,UNINIT
i59/i174/A1,i59/i174/Y,negative_unate,14.026527,9.212886,14.026527,UNINIT,9.212886,UNINIT
i59/i174/A2,i59/i174/Y,negative_unate,12.885428,10.013829,12.885428,UNINIT,10.013829,UNINIT
i59/i174/A3,i59/i174/Y,negative_unate,12.053845,10.710284,12.053845,UNINIT,10.710284,UNINIT
i59/i174/B,i59/i174/Y,negative_unate,9.740816,13.339982,9.740816,UNINIT,13.339982,UNINIT
i59/i175/A1,i59/i175/Y,negative_unate,13.072202,13.057454,13.072202,UNINIT,13.057454,UNINIT
i59/i175/A2,i59/i175/Y,negative_unate,14.420885,12.992941,14.420885,UNINIT,12.992941,UNINIT
i59/i175/B1,i59/i175/Y,negative_unate,15.399711,12.507511,15.399711,UNINIT,12.507511,UNINIT
i59/i175/B2,i59/i175/Y,negative_unate,14.239331,9.837354,14.239331,UNINIT,9.837354,UNINIT
i59/i175/C,i59/i175/Y,negative_unate,14.657017,9.221074,14.657017,UNINIT,9.221074,UNINIT
i59/i176/A,i59/i176/Y,negative_unate,10.249009,10.679479,10.249009,UNINIT,10.679479,UNINIT
i59/i176/B,i59/i176/Y,negative_unate,11.643544,12.059623,11.643544,UNINIT,12.059623,UNINIT
i59/i177/A1,i59/i177/Y,negative_unate,23.136389,12.359188,23.136389,UNINIT,12.359188,UNINIT
i59/i177/A2,i59/i177/Y,negative_unate,20.710678,12.684394,20.710678,UNINIT,12.684394,UNINIT
i59/i177/B1,i59/i177/Y,negative_unate,18.685444,14.06437,18.685444,UNINIT,14.06437,UNINIT
i59/i177/B2,i59/i177/Y,negative_unate,17.905218,15.586504,17.905218,UNINIT,15.586504,UNINIT
i59/i177/C,i59/i177/Y,negative_unate,12.218707,13.457273,12.218707,UNINIT,13.457273,UNINIT
i59/i178/A,i59/i178/Y,negative_unate,15.785909,10.946417,15.785909,UNINIT,10.946417,UNINIT
i59/i178/B,i59/i178/Y,negative_unate,14.05382,12.528839,14.05382,UNINIT,12.528839,UNINIT
i59/i179/A1,i59/i179/Y,negative_unate,19.312078,10.806639,19.312078,UNINIT,10.806639,UNINIT
i59/i179/A2,i59/i179/Y,negative_unate,18.541782,11.129506,18.541782,UNINIT,11.129506,UNINIT
i59/i179/B1,i59/i179/Y,negative_unate,16.96954,12.646935,16.96954,UNINIT,12.646935,UNINIT
i59/i179/B2,i59/i179/Y,negative_unate,22.365313,17.62904,22.365313,UNINIT,17.62904,UNINIT
i59/i179/C,i59/i179/Y,negative_unate,13.552837,12.650041,13.552837,UNINIT,12.650041,UNINIT
i59/i18/A,i59/i18/Y,negative_unate,20.563515,8.290214,20.563515,UNINIT,8.290214,UNINIT
i59/i18/B,i59/i18/Y,negative_unate,22.357088,9.748496,22.357088,UNINIT,9.748496,UNINIT
i59/i18/C,i59/i18/Y,negative_unate,22.220484,10.671113,22.220484,UNINIT,10.671113,UNINIT
i59/i18/D,i59/i18/Y,negative_unate,25.749193,11.735969,25.749193,UNINIT,11.735969,UNINIT
i59/i18/E,i59/i18/Y,negative_unate,22.074455,9.434212,22.074455,UNINIT,9.434212,UNINIT
i59/i180/A1,i59/i180/Y,negative_unate,15.009851,14.083384,15.009851,UNINIT,14.083384,UNINIT
i59/i180/A2,i59/i180/Y,negative_unate,15.959607,12.701023,15.959607,UNINIT,12.701023,UNINIT
i59/i180/B,i59/i180/Y,negative_unate,10.607977,11.314111,10.607977,UNINIT,11.314111,UNINIT
i59/i181/A,i59/i181/Y,negative_unate,9.374276,10.373551,9.374276,UNINIT,10.373551,UNINIT
i59/i181/B,i59/i181/Y,negative_unate,11.351543,11.099255,11.351543,UNINIT,11.099255,UNINIT
i59/i182/A,i59/i182/Y,negative_unate,23.80195,19.669659,23.80195,UNINIT,19.669659,UNINIT
i59/i182/B,i59/i182/Y,negative_unate,28.349798,25.904945,28.349798,UNINIT,25.904945,UNINIT
i59/i183/A,i59/i183/Y,negative_unate,9.604627,9.980723,9.604627,UNINIT,9.980723,UNINIT
i59/i183/B,i59/i183/Y,negative_unate,12.950676,13.23101,12.950676,UNINIT,13.23101,UNINIT
i59/i184/A,i59/i184/Y,negative_unate,11.110727,7.740386,11.110727,UNINIT,7.740386,UNINIT
i59/i184/B,i59/i184/Y,negative_unate,14.593225,11.144192,14.593225,UNINIT,11.144192,UNINIT
i59/i185/A,i59/i185/Y,negative_unate,13.598311,10.050847,13.598311,UNINIT,10.050847,UNINIT
i59/i185/B,i59/i185/Y,negative_unate,14.917675,12.7897,14.917675,UNINIT,12.7897,UNINIT
i59/i186/A1,i59/i186/Y,negative_unate,32.306656,20.312702,32.306656,UNINIT,20.312702,UNINIT
i59/i186/A2,i59/i186/Y,negative_unate,31.561951,20.625107,31.561951,UNINIT,20.625107,UNINIT
i59/i186/B1,i59/i186/Y,negative_unate,30.562733,22.968353,30.562733,UNINIT,22.968353,UNINIT
i59/i186/B2,i59/i186/Y,negative_unate,27.857862,22.63443,27.857862,UNINIT,22.63443,UNINIT
i59/i186/C,i59/i186/Y,negative_unate,19.912554,21.827477,19.912554,UNINIT,21.827477,UNINIT
i59/i187/A,i59/i187/Y,negative_unate,17.099726,9.138418,17.099726,UNINIT,9.138418,UNINIT
i59/i187/B,i59/i187/Y,negative_unate,16.775108,10.882935,16.775108,UNINIT,10.882935,UNINIT
i59/i188/A,i59/i188/Y,negative_unate,14.765558,15.9285,14.765558,UNINIT,15.9285,UNINIT
i59/i188/B,i59/i188/Y,negative_unate,13.909433,13.761961,13.909433,UNINIT,13.761961,UNINIT
i59/i188/C,i59/i188/Y,negative_unate,19.607626,12.955141,19.607626,UNINIT,12.955141,UNINIT
i59/i189/A,i59/i189/Y,negative_unate,10.389002,12.391581,10.389002,UNINIT,12.391581,UNINIT
i59/i189/B,i59/i189/Y,negative_unate,12.261412,12.579543,12.261412,UNINIT,12.579543,UNINIT
i59/i19/A,i59/i19/Y,negative_unate,18.7435,10.934445,18.7435,UNINIT,10.934445,UNINIT
i59/i19/B,i59/i19/Y,negative_unate,19.146038,12.475477,19.146038,UNINIT,12.475477,UNINIT
i59/i19/C,i59/i19/Y,negative_unate,18.0238,12.11862,18.0238,UNINIT,12.11862,UNINIT
i59/i190/A1,i59/i190/Y,negative_unate,18.218382,14.65816,18.218382,UNINIT,14.65816,UNINIT
i59/i190/A2,i59/i190/Y,negative_unate,20.305916,14.879278,20.305916,UNINIT,14.879278,UNINIT
i59/i190/B,i59/i190/Y,negative_unate,14.193452,14.227875,14.193452,UNINIT,14.227875,UNINIT
i59/i190/C,i59/i190/Y,negative_unate,16.099979,13.346976,16.099979,UNINIT,13.346976,UNINIT
i59/i191/A,i59/i191/Y,negative_unate,8.81682,7.133679,8.81682,UNINIT,7.133679,UNINIT
i59/i192/A,i59/i192/Y,negative_unate,10.111123,6.597199,10.111123,UNINIT,6.597199,UNINIT
i59/i193/A,i59/i193/Y,negative_unate,8.68111,6.733298,8.68111,UNINIT,6.733298,UNINIT
i59/i194/A,i59/i194/Y,negative_unate,9.930652,5.873179,9.930652,UNINIT,5.873179,UNINIT
i59/i195/A,i59/i195/Y,negative_unate,11.804656,9.654517,11.804656,UNINIT,9.654517,UNINIT
i59/i196/A1,i59/i196/Y,negative_unate,8.727308,9.340636,8.727308,UNINIT,9.340636,UNINIT
i59/i196/A2,i59/i196/Y,negative_unate,10.514085,8.904758,10.514085,UNINIT,8.904758,UNINIT
i59/i196/B1,i59/i196/Y,negative_unate,11.29412,8.095425,11.29412,UNINIT,8.095425,UNINIT
i59/i196/B2,i59/i196/Y,negative_unate,12.312343,7.406583,12.312343,UNINIT,7.406583,UNINIT
i59/i197/A1,i59/i197/Y,negative_unate,11.68419,11.383661,11.68419,UNINIT,11.383661,UNINIT
i59/i197/A2,i59/i197/Y,negative_unate,12.837003,9.623312,12.837003,UNINIT,9.623312,UNINIT
i59/i197/B,i59/i197/Y,negative_unate,12.206099,8.786117,12.206099,UNINIT,8.786117,UNINIT
i59/i198/A1,i59/i198/Y,negative_unate,16.56756,15.404884,16.56756,UNINIT,15.404884,UNINIT
i59/i198/A2,i59/i198/Y,negative_unate,12.115905,10.261958,12.115905,UNINIT,10.261958,UNINIT
i59/i198/B1,i59/i198/Y,negative_unate,12.382969,9.254808,12.382969,UNINIT,9.254808,UNINIT
i59/i198/B2,i59/i198/Y,negative_unate,13.343022,8.653493,13.343022,UNINIT,8.653493,UNINIT
i59/i199/A1,i59/i199/Y,negative_unate,13.746656,10.672024,13.746656,UNINIT,10.672024,UNINIT
i59/i199/A2,i59/i199/Y,negative_unate,14.193671,9.900938,14.193671,UNINIT,9.900938,UNINIT
i59/i199/B,i59/i199/Y,negative_unate,13.234229,9.79569,13.234229,UNINIT,9.79569,UNINIT
i59/i199/C,i59/i199/Y,negative_unate,13.947246,10.108915,13.947246,UNINIT,10.108915,UNINIT
i59/i2/A,i59/i2/Y,negative_unate,11.608007,9.75478,11.608007,UNINIT,9.75478,UNINIT
i59/i20/A,i59/i20/Y,negative_unate,17.655241,10.643464,17.655241,UNINIT,10.643464,UNINIT
i59/i20/B,i59/i20/Y,negative_unate,17.06546,11.477165,17.06546,UNINIT,11.477165,UNINIT
i59/i20/C,i59/i20/Y,negative_unate,17.642559,12.421764,17.642559,UNINIT,12.421764,UNINIT
i59/i200/A1,i59/i200/Y,negative_unate,13.840218,13.916104,13.840218,UNINIT,13.916104,UNINIT
i59/i200/A2,i59/i200/Y,negative_unate,13.149926,9.65216,13.149926,UNINIT,9.65216,UNINIT
i59/i200/B,i59/i200/Y,negative_unate,12.83155,9.400719,12.83155,UNINIT,9.400719,UNINIT
i59/i201/A1,i59/i201/Y,negative_unate,11.899662,8.422839,11.899662,UNINIT,8.422839,UNINIT
i59/i201/A2,i59/i201/Y,negative_unate,10.509141,9.994391,10.509141,UNINIT,9.994391,UNINIT
i59/i201/B1,i59/i201/Y,negative_unate,13.124393,6.820117,13.124393,UNINIT,6.820117,UNINIT
i59/i201/B2,i59/i201/Y,negative_unate,11.204889,8.365756,11.204889,UNINIT,8.365756,UNINIT
i59/i202/A1,i59/i202/Y,negative_unate,17.23472,12.315793,17.23472,UNINIT,12.315793,UNINIT
i59/i202/A2,i59/i202/Y,negative_unate,16.98488,14.903894,16.98488,UNINIT,14.903894,UNINIT
i59/i202/B,i59/i202/Y,negative_unate,15.228843,9.426373,15.228843,UNINIT,9.426373,UNINIT
i59/i202/C,i59/i202/Y,negative_unate,17.236897,12.574025,17.236897,UNINIT,12.574025,UNINIT
i59/i203/A1,i59/i203/Y,negative_unate,13.667625,10.661514,13.667625,UNINIT,10.661514,UNINIT
i59/i203/A2,i59/i203/Y,negative_unate,14.121503,9.863304,14.121503,UNINIT,9.863304,UNINIT
i59/i203/B,i59/i203/Y,negative_unate,13.044503,9.700077,13.044503,UNINIT,9.700077,UNINIT
i59/i203/C,i59/i203/Y,negative_unate,14.088146,10.629857,14.088146,UNINIT,10.629857,UNINIT
i59/i204/A1,i59/i204/Y,negative_unate,10.399611,10.822723,10.399611,UNINIT,10.822723,UNINIT
i59/i204/A2,i59/i204/Y,negative_unate,11.425283,9.658363,11.425283,UNINIT,9.658363,UNINIT
i59/i204/B1,i59/i204/Y,negative_unate,14.757287,9.833788,14.757287,UNINIT,9.833788,UNINIT
i59/i204/B2,i59/i204/Y,negative_unate,13.053243,8.370908,13.053243,UNINIT,8.370908,UNINIT
i59/i205/A1,i59/i205/Y,negative_unate,10.586305,11.346726,10.586305,UNINIT,11.346726,UNINIT
i59/i205/A2,i59/i205/Y,negative_unate,11.104652,9.606843,11.104652,UNINIT,9.606843,UNINIT
i59/i205/B1,i59/i205/Y,negative_unate,11.761768,8.697137,11.761768,UNINIT,8.697137,UNINIT
i59/i205/B2,i59/i205/Y,negative_unate,13.976717,8.330119,13.976717,UNINIT,8.330119,UNINIT
i59/i206/A1,i59/i206/Y,negative_unate,14.247098,15.736121,14.247098,UNINIT,15.736121,UNINIT
i59/i206/A2,i59/i206/Y,negative_unate,14.688598,13.142197,14.688598,UNINIT,13.142197,UNINIT
i59/i206/B1,i59/i206/Y,negative_unate,15.361493,12.540025,15.361493,UNINIT,12.540025,UNINIT
i59/i206/B2,i59/i206/Y,negative_unate,15.348365,10.433571,15.348365,UNINIT,10.433571,UNINIT
i59/i206/C,i59/i206/Y,negative_unate,15.29667,10.105149,15.29667,UNINIT,10.105149,UNINIT
i59/i207/A,i59/i207/Y,positive_unate,19.184885,11.303556,19.184885,UNINIT,11.303556,UNINIT
i59/i207/B,i59/i207/Y,positive_unate,18.921547,12.127775,18.921547,UNINIT,12.127775,UNINIT
i59/i207/C,i59/i207/Y,positive_unate,19.034294,13.485819,19.034294,UNINIT,13.485819,UNINIT
i59/i207/D,i59/i207/Y,positive_unate,18.225826,13.113905,18.225826,UNINIT,13.113905,UNINIT
i59/i208/A,i59/i208/Y,negative_unate,11.418658,14.327364,11.418658,UNINIT,14.327364,UNINIT
i59/i208/B,i59/i208/Y,negative_unate,10.868129,13.716734,10.868129,UNINIT,13.716734,UNINIT
i59/i208/C,i59/i208/Y,negative_unate,12.392773,13.949087,12.392773,UNINIT,13.949087,UNINIT
i59/i208/D,i59/i208/Y,negative_unate,12.228342,13.742723,12.228342,UNINIT,13.742723,UNINIT
i59/i209/A1,i59/i209/Y,negative_unate,18.570351,14.433478,18.570351,UNINIT,14.433478,UNINIT
i59/i209/A2,i59/i209/Y,negative_unate,17.802032,11.216518,17.802032,UNINIT,11.216518,UNINIT
i59/i209/B1,i59/i209/Y,negative_unate,16.789909,15.314415,16.789909,UNINIT,15.314415,UNINIT
i59/i209/B2,i59/i209/Y,negative_unate,16.994146,12.94926,16.994146,UNINIT,12.94926,UNINIT
i59/i209/C1,i59/i209/Y,negative_unate,16.614756,17.36096,16.614756,UNINIT,17.36096,UNINIT
i59/i209/C2,i59/i209/Y,negative_unate,16.994476,14.971399,16.994476,UNINIT,14.971399,UNINIT
i59/i21/A,i59/i21/Y,positive_unate,24.642611,15.31826,24.642611,UNINIT,15.31826,UNINIT
i59/i21/B,i59/i21/Y,positive_unate,23.631062,15.013446,23.631062,UNINIT,15.013446,UNINIT
i59/i21/C,i59/i21/Y,positive_unate,25.033716,18.122663,25.033716,UNINIT,18.122663,UNINIT
i59/i21/D,i59/i21/Y,positive_unate,23.822847,16.178381,23.822847,UNINIT,16.178381,UNINIT
i59/i210/A,i59/i210/Y,negative_unate,12.513431,15.556072,12.513431,UNINIT,15.556072,UNINIT
i59/i210/B,i59/i210/Y,negative_unate,12.432657,14.260015,12.432657,UNINIT,14.260015,UNINIT
i59/i210/C,i59/i210/Y,negative_unate,13.259224,14.032828,13.259224,UNINIT,14.032828,UNINIT
i59/i210/D,i59/i210/Y,negative_unate,13.33011,13.505185,13.33011,UNINIT,13.505185,UNINIT
i59/i211/A1,i59/i211/Y,negative_unate,10.415483,7.4953,10.415483,UNINIT,7.4953,UNINIT
i59/i211/A2,i59/i211/Y,negative_unate,9.801491,9.20449,9.801491,UNINIT,9.20449,UNINIT
i59/i211/B1,i59/i211/Y,negative_unate,12.114108,6.082437,12.114108,UNINIT,6.082437,UNINIT
i59/i211/B2,i59/i211/Y,negative_unate,10.386998,7.489736,10.386998,UNINIT,7.489736,UNINIT
i59/i212/A1,i59/i212/Y,negative_unate,13.844227,9.680055,13.844227,UNINIT,9.680055,UNINIT
i59/i212/A2,i59/i212/Y,negative_unate,12.739711,12.533535,12.739711,UNINIT,12.533535,UNINIT
i59/i212/B1,i59/i212/Y,negative_unate,14.627098,7.898035,14.627098,UNINIT,7.898035,UNINIT
i59/i212/B2,i59/i212/Y,negative_unate,12.504852,9.21073,12.504852,UNINIT,9.21073,UNINIT
i59/i213/A1,i59/i213/Y,negative_unate,14.099831,11.624912,14.099831,UNINIT,11.624912,UNINIT
i59/i213/A2,i59/i213/Y,negative_unate,16.656309,11.260223,16.656309,UNINIT,11.260223,UNINIT
i59/i213/B,i59/i213/Y,negative_unate,10.166173,10.116219,10.166173,UNINIT,10.116219,UNINIT
i59/i213/C,i59/i213/Y,negative_unate,12.954586,9.571572,12.954586,UNINIT,9.571572,UNINIT
i59/i214/A,i59/i214/Y,negative_unate,13.827184,17.180185,13.827184,UNINIT,17.180185,UNINIT
i59/i214/B,i59/i214/Y,negative_unate,12.061429,15.343567,12.061429,UNINIT,15.343567,UNINIT
i59/i214/C,i59/i214/Y,negative_unate,12.753035,15.639174,12.753035,UNINIT,15.639174,UNINIT
i59/i214/D,i59/i214/Y,negative_unate,13.19215,15.497808,13.19215,UNINIT,15.497808,UNINIT
i59/i215/A1,i59/i215/Y,negative_unate,9.586308,10.099016,9.586308,UNINIT,10.099016,UNINIT
i59/i215/A2,i59/i215/Y,negative_unate,11.229446,9.505207,11.229446,UNINIT,9.505207,UNINIT
i59/i215/B1,i59/i215/Y,negative_unate,14.425303,9.531992,14.425303,UNINIT,9.531992,UNINIT
i59/i215/B2,i59/i215/Y,negative_unate,12.732814,8.135041,12.732814,UNINIT,8.135041,UNINIT
i59/i216/A1,i59/i216/Y,negative_unate,13.159241,12.883511,13.159241,UNINIT,12.883511,UNINIT
i59/i216/A2,i59/i216/Y,negative_unate,15.721988,12.710503,15.721988,UNINIT,12.710503,UNINIT
i59/i216/B1,i59/i216/Y,negative_unate,15.153238,11.584828,15.153238,UNINIT,11.584828,UNINIT
i59/i216/B2,i59/i216/Y,negative_unate,16.928375,11.275826,16.928375,UNINIT,11.275826,UNINIT
i59/i217/A1,i59/i217/Y,negative_unate,9.431922,11.080385,9.431922,UNINIT,11.080385,UNINIT
i59/i217/A2,i59/i217/Y,negative_unate,9.105983,14.074588,9.105983,UNINIT,14.074588,UNINIT
i59/i217/B,i59/i217/Y,negative_unate,8.946099,7.320874,8.946099,UNINIT,7.320874,UNINIT
i59/i217/C,i59/i217/Y,negative_unate,8.756959,6.685091,8.756959,UNINIT,6.685091,UNINIT
i59/i218/A,i59/i218/Y,negative_unate,12.098571,14.987886,12.098571,UNINIT,14.987886,UNINIT
i59/i218/B,i59/i218/Y,negative_unate,12.466571,14.565465,12.466571,UNINIT,14.565465,UNINIT
i59/i218/C,i59/i218/Y,negative_unate,12.191858,14.132911,12.191858,UNINIT,14.132911,UNINIT
i59/i218/D,i59/i218/Y,negative_unate,18.222849,13.893321,18.222849,UNINIT,13.893321,UNINIT
i59/i219/A1,i59/i219/Y,negative_unate,10.662895,11.127569,10.662895,UNINIT,11.127569,UNINIT
i59/i219/A2,i59/i219/Y,negative_unate,13.481094,10.248597,13.481094,UNINIT,10.248597,UNINIT
i59/i219/B1,i59/i219/Y,negative_unate,11.734167,8.797597,11.734167,UNINIT,8.797597,UNINIT
i59/i219/B2,i59/i219/Y,negative_unate,17.366816,8.515866,17.366816,UNINIT,8.515866,UNINIT
i59/i22/A,i59/i22/Y,negative_unate,12.724438,16.462946,12.724438,UNINIT,16.462946,UNINIT
i59/i22/B,i59/i22/Y,negative_unate,14.581988,13.536746,14.581988,UNINIT,13.536746,UNINIT
i59/i22/C,i59/i22/Y,negative_unate,13.949788,12.21201,13.949788,UNINIT,12.21201,UNINIT
i59/i220/A1,i59/i220/Y,negative_unate,25.62314,16.423901,25.62314,UNINIT,16.423901,UNINIT
i59/i220/A2,i59/i220/Y,negative_unate,23.347408,16.971136,23.347408,UNINIT,16.971136,UNINIT
i59/i220/B1,i59/i220/Y,negative_unate,22.421692,18.818356,22.421692,UNINIT,18.818356,UNINIT
i59/i220/B2,i59/i220/Y,negative_unate,19.333485,16.59329,19.333485,UNINIT,16.59329,UNINIT
i59/i220/C,i59/i220/Y,negative_unate,14.074526,16.397631,14.074526,UNINIT,16.397631,UNINIT
i59/i221/A1,i59/i221/Y,negative_unate,24.287848,12.793073,24.287848,UNINIT,12.793073,UNINIT
i59/i221/A2,i59/i221/Y,negative_unate,20.873363,13.087278,20.873363,UNINIT,13.087278,UNINIT
i59/i221/B1,i59/i221/Y,negative_unate,18.548729,13.957181,18.548729,UNINIT,13.957181,UNINIT
i59/i221/B2,i59/i221/Y,negative_unate,17.229004,14.735866,17.229004,UNINIT,14.735866,UNINIT
i59/i221/C,i59/i221/Y,negative_unate,12.517359,13.746511,12.517359,UNINIT,13.746511,UNINIT
i59/i222/A1,i59/i222/Y,negative_unate,18.411972,14.438941,18.411972,UNINIT,14.438941,UNINIT
i59/i222/A2,i59/i222/Y,negative_unate,17.119713,10.895507,17.119713,UNINIT,10.895507,UNINIT
i59/i222/B1,i59/i222/Y,negative_unate,16.912022,15.508742,16.912022,UNINIT,15.508742,UNINIT
i59/i222/B2,i59/i222/Y,negative_unate,17.060194,12.937946,17.060194,UNINIT,12.937946,UNINIT
i59/i222/C1,i59/i222/Y,negative_unate,16.624229,17.701742,16.624229,UNINIT,17.701742,UNINIT
i59/i222/C2,i59/i222/Y,negative_unate,17.323114,15.498875,17.323114,UNINIT,15.498875,UNINIT
i59/i223/A1,i59/i223/Y,negative_unate,20.918684,9.303681,20.918684,UNINIT,9.303681,UNINIT
i59/i223/A2,i59/i223/Y,negative_unate,16.854078,9.796901,16.854078,UNINIT,9.796901,UNINIT
i59/i223/B1,i59/i223/Y,negative_unate,14.301738,10.701201,14.301738,UNINIT,10.701201,UNINIT
i59/i223/B2,i59/i223/Y,negative_unate,12.492871,11.119046,12.492871,UNINIT,11.119046,UNINIT
i59/i223/C,i59/i223/Y,negative_unate,9.928989,10.545976,9.928989,UNINIT,10.545976,UNINIT
i59/i224/A1,i59/i224/Y,negative_unate,15.841493,12.861798,15.841493,UNINIT,12.861798,UNINIT
i59/i224/A2,i59/i224/Y,negative_unate,21.14065,14.406927,21.14065,UNINIT,14.406927,UNINIT
i59/i224/B,i59/i224/Y,negative_unate,13.049905,12.447029,13.049905,UNINIT,12.447029,UNINIT
i59/i224/C,i59/i224/Y,negative_unate,12.685116,11.480435,12.685116,UNINIT,11.480435,UNINIT
i59/i225/A1,i59/i225/Y,negative_unate,16.754642,18.507843,16.754642,UNINIT,18.507843,UNINIT
i59/i225/A2,i59/i225/Y,negative_unate,17.110552,15.168468,17.110552,UNINIT,15.168468,UNINIT
i59/i225/B1,i59/i225/Y,negative_unate,17.409447,14.43322,17.409447,UNINIT,14.43322,UNINIT
i59/i225/B2,i59/i225/Y,negative_unate,17.381519,12.450149,17.381519,UNINIT,12.450149,UNINIT
i59/i225/C,i59/i225/Y,negative_unate,16.476524,9.751081,16.476524,UNINIT,9.751081,UNINIT
i59/i226/A1,i59/i226/Y,negative_unate,14.229594,10.411828,14.229594,UNINIT,10.411828,UNINIT
i59/i226/A2,i59/i226/Y,negative_unate,13.627874,13.115801,13.627874,UNINIT,13.115801,UNINIT
i59/i226/B1,i59/i226/Y,negative_unate,14.901673,9.361679,14.901673,UNINIT,9.361679,UNINIT
i59/i226/B2,i59/i226/Y,negative_unate,16.105734,11.71305,16.105734,UNINIT,11.71305,UNINIT
i59/i227/A1,i59/i227/Y,negative_unate,26.805605,14.753084,26.805605,UNINIT,14.753084,UNINIT
i59/i227/A2,i59/i227/Y,negative_unate,24.334084,15.055957,24.334084,UNINIT,15.055957,UNINIT
i59/i227/B1,i59/i227/Y,negative_unate,22.497099,17.039427,22.497099,UNINIT,17.039427,UNINIT
i59/i227/B2,i59/i227/Y,negative_unate,20.370417,17.403442,20.370417,UNINIT,17.403442,UNINIT
i59/i227/C,i59/i227/Y,negative_unate,13.943933,15.59285,13.943933,UNINIT,15.59285,UNINIT
i59/i228/A1,i59/i228/Y,negative_unate,21.205818,11.959382,21.205818,UNINIT,11.959382,UNINIT
i59/i228/A2,i59/i228/Y,negative_unate,19.562973,12.218814,19.562973,UNINIT,12.218814,UNINIT
i59/i228/B1,i59/i228/Y,negative_unate,18.322371,13.826385,18.322371,UNINIT,13.826385,UNINIT
i59/i228/B2,i59/i228/Y,negative_unate,15.754252,13.355655,15.754252,UNINIT,13.355655,UNINIT
i59/i228/C,i59/i228/Y,negative_unate,11.916976,12.940984,11.916976,UNINIT,12.940984,UNINIT
i59/i229/A1,i59/i229/Y,negative_unate,12.89357,21.295334,12.89357,UNINIT,21.295334,UNINIT
i59/i229/A2,i59/i229/Y,negative_unate,13.070331,15.924498,13.070331,UNINIT,15.924498,UNINIT
i59/i229/B1,i59/i229/Y,negative_unate,13.058417,16.973888,13.058417,UNINIT,16.973888,UNINIT
i59/i229/B2,i59/i229/Y,negative_unate,11.896942,11.965798,11.896942,UNINIT,11.965798,UNINIT
i59/i229/C,i59/i229/Y,negative_unate,13.332831,12.39307,13.332831,UNINIT,12.39307,UNINIT
i59/i23/A,i59/i23/Y,negative_unate,16.17383,17.210701,16.17383,UNINIT,17.210701,UNINIT
i59/i23/B,i59/i23/Y,negative_unate,14.799272,14.514073,14.799272,UNINIT,14.514073,UNINIT
i59/i230/A1,i59/i230/Y,negative_unate,18.414604,15.877712,18.414604,UNINIT,15.877712,UNINIT
i59/i230/A2,i59/i230/Y,negative_unate,18.770496,15.12985,18.770496,UNINIT,15.12985,UNINIT
i59/i230/B,i59/i230/Y,negative_unate,13.611709,15.182564,13.611709,UNINIT,15.182564,UNINIT
i59/i231/A1,i59/i231/Y,negative_unate,24.835775,14.883512,24.835775,UNINIT,14.883512,UNINIT
i59/i231/A2,i59/i231/Y,negative_unate,23.459087,15.109157,23.459087,UNINIT,15.109157,UNINIT
i59/i231/B1,i59/i231/Y,negative_unate,22.413612,17.031397,22.413612,UNINIT,17.031397,UNINIT
i59/i231/B2,i59/i231/Y,negative_unate,19.712835,16.276855,19.712835,UNINIT,16.276855,UNINIT
i59/i231/C,i59/i231/Y,negative_unate,16.021059,16.68615,16.021059,UNINIT,16.68615,UNINIT
i59/i232/A,i59/i232/Y,negative_unate,8.901958,6.701645,8.901958,UNINIT,6.701645,UNINIT
i59/i233/A,i59/i233/Y,negative_unate,8.917291,6.662191,8.917291,UNINIT,6.662191,UNINIT
i59/i234/A,i59/i234/Y,negative_unate,9.115383,7.180117,9.115383,UNINIT,7.180117,UNINIT
i59/i235/A,i59/i235/Y,negative_unate,7.377252,5.584148,7.377252,UNINIT,5.584148,UNINIT
